expression,reading,meaning,tags,JLPT Level
残す,のこす,"to leave (behind, over), to save, to reserve",JLPT JLPT_2 JLPT_3,3
残り,のこり,"remaining, left-over",JLPT JLPT_2 JLPT_3,3
乗せる,のせる,"to place on (something), to take on board",JLPT JLPT_2 JLPT_3,3
載せる,のせる,to place on (something); to publish,JLPT JLPT_2 JLPT_3,3
覗く,のぞく,"to peek in, to look in",JLPT JLPT_2 JLPT_3,3
除く,のぞく,"to remove, to exclude, to except",JLPT JLPT_2 JLPT_3,3
望み,のぞみ,"wish, desire, (a) hope",JLPT JLPT_2 JLPT_3,3
望む,のぞむ,"to desire, to wish for; to view",JLPT JLPT_2 JLPT_3,3
後,のち,"afterwards, since then",JLPT JLPT_2 JLPT_3,3
ノック,ノック,knock; fungo (baseball),JLPT JLPT_2 JLPT_3,3
伸ばす,のばす,"to extend, to stretch, to reach out",JLPT JLPT_2 JLPT_3,3
延ばす,のばす,"to extend, to stretch, to reach out",JLPT JLPT_2 JLPT_3,3
伸びる,のびる,"to extend, to make progress, to grow",JLPT JLPT_2 JLPT_3,3
延びる,のびる,to be prolonged,JLPT JLPT_2 JLPT_3,3
述べる,のべる,"to state, to express, to mention",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,3
上る,のぼる,"to ascend, to go up, to climb",JLPT JLPT_2 JLPT_3,3
昇る,のぼる,"to arise, to ascend, to go up",JLPT JLPT_2 JLPT_3,3
載る,のる,"to appear (in print), to be recorded",JLPT JLPT_2 JLPT_3,3
のんびり,のんびり,"carefree, at leisure",JLPT JLPT_3 JLPT_2 Genki_Ln.22 Genki,3
場,ば,"place, field (physics)",JLPT JLPT_2 JLPT_3,3
はあ (かん),はあ (かん),(sigh),JLPT JLPT_2 JLPT_3,3
パーセント,パーセント,percent,JLPT JLPT_2 JLPT_3,3
灰,はい,ash,JLPT JLPT_2 JLPT_3,3
梅雨,ばいう,rainy season,JLPT JLPT_2 JLPT_3,3
バイオリン,バイオリン,violin,JLPT Genki_Ln.13 JLPT_3 JLPT_2 Genki,3
ハイキング,ハイキング,hiking,JLPT JLPT_2 JLPT_3,3
配達,はいたつ,"delivery, distribution",JLPT JLPT_2 JLPT_3,3
パイプ,パイプ,pipe; channels official or otherwise,JLPT JLPT_2 JLPT_3,3
俳優,はいゆう,"actor, actress, performer",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,3
パイロット,パイロット,pilot,JLPT JLPT_2 JLPT_3,3
生える,はえる,"to grow, to spring up; to cut (teeth)",JLPT JLPT_2 JLPT_3,3
墓,はか,"grave, tomb",JLPT JLPT_2 JLPT_3,3
馬鹿,ばか,"fool, idiot",JLPT JLPT_2 JLPT_3,3
博士,はかせ,"doctorate, PhD., doctor",JLPT JLPT_2 JLPT_3,3
計る,はかる,"to measure, to weigh, to survey",JLPT JLPT_2 JLPT_3,3
量る,はかる,"to measure, to weigh, to survey",JLPT JLPT_2 JLPT_3,3
測る,はかる,"to measure, to weigh, to survey",JLPT JLPT_2 JLPT_3,3
掃く,はく,"to sweep, to brush, to gather up",JLPT JLPT_2 JLPT_3,3
吐く,はく,"to throw up, to vomit",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,3
拍手,はくしゅ,"clapping hands, applause",JLPT JLPT_2 JLPT_3,3
莫大,ばくだい,"enormous, vast",JLPT JLPT_2 JLPT_3,3
爆発,ばくはつ,"explosion, detonation, eruption",JLPT JLPT_2 JLPT_3,3
博物館,はくぶつかん,museum,JLPT JLPT_2 JLPT_3,3
激しい,はげしい,"violent, vehement, intense",JLPT JLPT_2 JLPT_3,3
はさみ,はさみ,scissors,JLPT JLPT_2 JLPT_3,3
破産,はさん,(personal) bankruptcy,JLPT JLPT_2 JLPT_3,3
端,はし,"end (e.g., of street), edge, margin",JLPT JLPT_2 JLPT_3,3
始まり,はじまり,"origin, beginning",JLPT JLPT_2 JLPT_3,3
パス,パス,"path, pass (in games)",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,3
外す,はずす,"to unfasten, to remove",JLPT JLPT_2 JLPT_3,3
パスポート,パスポート,passport,JLPT JLPT_2 JLPT_3,3
外れる,はずれる,"to be disconnected, to be out (e.g., of gear)",JLPT JLPT_2 JLPT_3,3
旗,はた,flag,JLPT JLPT_2 JLPT_3,3
肌,はだ,skin,JLPT JLPT_2 JLPT_3,3
裸,はだか,"naked, nude",JLPT JLPT_2 JLPT_3,3
畑,はたけ,"field, patch",JLPT JLPT_2 JLPT_3,3
働き,はたらき,"work, labor",JLPT JLPT_2 JLPT_3,3
バッグ,バッグ,bag,JLPT JLPT_2 JLPT_3,3
発見,はっけん,"discovery, detection, finding",JLPT JLPT_2 JLPT_3,3
発行,はっこう,issue (publications),JLPT JLPT_2 JLPT_3,3
発車,はっしゃ,departure of a vehicle,JLPT JLPT_2 JLPT_3,3
発射,はっしゃ,"firing, shooting, discharge",JLPT JLPT_2 JLPT_3,3
罰する,ばっする,"to punish, to penalize",JLPT JLPT_2 JLPT_3,3
発達,はったつ,"development, growth",JLPT JLPT_2 JLPT_3,3
ばったり,ばったり,(to meet) by chance,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,3
発展,はってん,"development, growth, progress",JLPT JLPT_2 JLPT_3,3
発表,はっぴょう,announcement; publication; presentation,Genki_Ln.15 JLPT JLPT_3 JLPT_2 Genki,3
発明,はつめい,invention,JLPT JLPT_2 JLPT_3,3
派手,はで,"showy, flashy, gaudy",JLPT JLPT_2 JLPT_3,3
話し合う,はなしあう,"to discuss, to talk together",JLPT JLPT_2 JLPT_3,3
離す,はなす,"to part, to separate",JLPT JLPT_2 JLPT_3,3
放す,はなす,"to separate, to set free",JLPT JLPT_2 JLPT_3,3
離れる,はなれる,"(something, someone) separates; parts from; to be apart",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15 Genki_Ln.23 Genki,3
放れる,はなれる,"to leave, to get free, to cut oneself off",JLPT JLPT_2 JLPT_3,3
羽,はね,wing,JLPT JLPT_2 JLPT_3,3
羽根,はね,feather,JLPT JLPT_2 JLPT_3,3
幅,はば,"width, breadth",JLPT JLPT_2 JLPT_3,3
母親,ははおや,mother,JLPT JLPT_2 JLPT_3,3
省く,はぶく,"to omit, to eliminate",JLPT JLPT_2 JLPT_3,3
場面,ばめん,"scene, setting (e.g., of novel)",JLPT JLPT_2 JLPT_3,3
流行る,はやる,"to be popular, to come into fashion",JLPT JLPT_2 JLPT_3,3
腹,はら,"abdomen, belly, stomach",JLPT JLPT_2 JLPT_3,3
原,はら,"field, plain",JLPT JLPT_2 JLPT_3,3
バランス,バランス,balance,JLPT JLPT_2 JLPT_3,3
針,はり,"needle, hand (e.g., clock)",JLPT JLPT_2 JLPT_3,3
範囲,はんい,"extent, scope, range",JLPT JLPT_2 JLPT_3,3
反抗,はんこう,"opposition, resistance",JLPT JLPT_2 JLPT_3,3
犯罪,はんざい,crime,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,3
ハンサム,ハンサム,handsome,JLPT JLPT_2 JLPT_3,3
反省,はんせい,"reflection, reconsideration, regret",JLPT JLPT_2 JLPT_3,3
判断,はんだん,"judgment, decision",JLPT JLPT_2 JLPT_3,3
犯人,はんにん,"offender, criminal",JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,3
販売,はんばい,"sale, selling, marketing",JLPT JLPT_2 JLPT_3,3
灯,ひ,light,JLPT JLPT_2 JLPT_3,3
ビール,ビール,beer,JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki,3
被害,ひがい,damage,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,3
比較,ひかく,comparison,JLPT JLPT_2 JLPT_3,3
ピクニック,ピクニック,picnic,JLPT JLPT_2 JLPT_3,3
悲劇,ひげき,tragedy,JLPT JLPT_2 JLPT_3,3
飛行,ひこう,"aviation, flight",JLPT JLPT_2 JLPT_3,3
膝,ひざ,"knee, lap",JLPT JLPT_2 JLPT_3,3
非常,ひじょう,"emergency, extraordinary, unusual",JLPT JLPT_2 JLPT_3,3
美人,びじん,beautiful person (woman),JLPT JLPT_2 JLPT_3,3
額,ひたい,"forehead, brow",JLPT JLPT_2 JLPT_3,3
日付,ひづけ,"date, dating",JLPT JLPT_2 JLPT_3,3
引越し,ひっこし,"moving, changing residence",JLPT JLPT_2 JLPT_3,3
必死,ひっし,"desperation, frantic, inevitable result",JLPT JLPT_2 JLPT_3,3
ぴったり,ぴったり,"exactly, neatly, sharp",JLPT JLPT_2 JLPT_3,3
引っ張る,ひっぱる,"to pull, to stretch, to drag",JLPT JLPT_2 JLPT_3,3
否定,ひてい,"negation, denial",JLPT JLPT_2 JLPT_3,3
ビデオ,ビデオ,video tape; VCR,JLPT JLPT_3 JLPT_2 Genki_Ln.3 Genki,3
一言,ひとこと,one word,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,3
人込み,ひとごみ,crowd of people,JLPT JLPT_2 JLPT_3,3
等しい,ひとしい,equal,JLPT JLPT_2 JLPT_3,3
独り,ひとり,"alone, unmarried",JLPT JLPT_2 JLPT_3,3
一人一人,ひとりひとり,"one by one, each",JLPT JLPT_2 JLPT_3,3
批判,ひはん,criticism,JLPT JLPT_2 JLPT_3,3
批評,ひひょう,"criticism, review, commentary",JLPT JLPT_2 JLPT_3,3
秘密,ひみつ,"secret, secrecy",Genki_Ln.17 JLPT JLPT_3 JLPT_2 Genki,3
微妙,びみょう,"delicate, subtle",JLPT JLPT_2 JLPT_3,3
紐,ひも,"string, cord",JLPT JLPT_2 JLPT_3,3
冷やす,ひやす,"to cool, to refrigerate",JLPT JLPT_2 JLPT_3,3
費用,ひよう,"cost, expense",JLPT JLPT_2 JLPT_3,3
表,ひょう,"table (e.g., Tab 1), chart, list",JLPT JLPT_2 JLPT_3,3
秒,びょう,second (60th min),JLPT JLPT_2 JLPT_3,3
評価,ひょうか,"assessment, evaluation",JLPT JLPT_2 JLPT_3,3
表現,ひょうげん,"expression, presentation",JLPT JLPT_2 JLPT_3,3
表情,ひょうじょう,facial expression,JLPT JLPT_2 JLPT_3,3
平等,びょうどう,"equality, impartiality, evenness",JLPT JLPT_2 JLPT_3,3
評判,ひょうばん,"fame, reputation",JLPT JLPT_2 JLPT_3,3
表面,ひょうめん,"surface, outside, face",JLPT JLPT_2 JLPT_3,3
広がる,ひろがる,"to spread (out), to extend, to stretch, to reach to, to get around",JLPT JLPT_2 JLPT_3,3
広げる,ひろげる,"to spread, to extend, to expand, to enlarge",JLPT JLPT_2 JLPT_3,3
広める,ひろめる,"to broaden, to propagate",JLPT JLPT_2 JLPT_3,3
品,ひん,"goods; taste, elegance",JLPT JLPT_2 JLPT_3,3
瓶,びん,bottle,JLPT JLPT_2 JLPT_3,3
便,びん,"way, means; flight",JLPT Genki_Ln.10 JLPT_3 JLPT_2 Genki,3
ピン,ピン,pin,JLPT JLPT_2 JLPT_3,3
不,ふ,"un(~), non(~), negative prefix",JLPT JLPT_2 JLPT_3,3
不,ぶ,"un(~), non(~), negative prefix",JLPT JLPT_2 JLPT_3,3
無,ぶ,"nothing, naught, nil, zero",JLPT JLPT_2 JLPT_3,3
分,ぶ,"dividing, part",JLPT JLPT_2 JLPT_3,3
不安,ふあん,"anxiety, uneasiness",JLPT JLPT_2 JLPT_3,3
風景,ふうけい,scenery,JLPT JLPT_2 JLPT_3,3
夫婦,ふうふ,"married couple, husband and wife",JLPT Genki_Ln.14 Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14 Genki,3
笛,ふえ,"flute, whistle",JLPT JLPT_2 JLPT_3,3
不可,ふか,"wrong, bad, impossible",JLPT JLPT_2 JLPT_3,3
深まる,ふかまる,to deepen,JLPT JLPT_2 JLPT_3,3
武器,ぶき,"weapon, arms",JLPT JLPT_2 JLPT_3,3
拭く,ふく,"to wipe, to dry",JLPT JLPT_2 JLPT_3,3
服装,ふくそう,"clothes, attire",JLPT JLPT_2 JLPT_3,3
含む,ふくむ,"to contain, to include",JLPT JLPT_2 JLPT_3,3
含める,ふくめる,to include,JLPT JLPT_2 JLPT_3,3
袋,ふくろ,"bag, sack",JLPT JLPT_2 JLPT_3,3
不幸,ふこう,"unhappiness, sorrow, misfortune",JLPT JLPT_2 JLPT_3,3
節,ふし,"tune, tone, knob",JLPT JLPT_2 JLPT_3,3
無事,ぶじ,"safety, peace",JLPT JLPT_2 JLPT_3,3
不思議,ふしぎ,"mystery, curiosity",JLPT JLPT_2 JLPT_3,3
不自由,ふじゆう,"discomfort, disability, inconvenience",JLPT JLPT_2 JLPT_3,3
夫人,ふじん,"wife, Mrs, madam",JLPT JLPT_2 JLPT_3,3
婦人,ふじん,woman (same as 女性 (じょせい)、女の人 (おんなのひと)),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,3
不正,ふせい,"injustice, unfairness",JLPT JLPT_2 JLPT_3,3
防ぐ,ふせぐ,"to defend (against), to protect, to prevent",JLPT JLPT_2 JLPT_3,3
不足,ふそく,"insufficiency, shortage",JLPT JLPT_2 JLPT_3,3
舞台,ぶたい,stage (theater),JLPT JLPT_2 JLPT_3,3
双子,ふたご,"twins, a twin",JLPT JLPT_2 JLPT_3,3
再び,ふたたび,"again, once more, a second time",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,3
普段,ふだん,"in everyday situations, usually, ordinarily",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,3
縁,ふち,"edge, rim",JLPT JLPT_2 JLPT_3,3
打つ,ぶつ,"to hit, to strike",JLPT JLPT_2 JLPT_3,3
不通,ふつう,"blockade, interruption, stoppage",JLPT JLPT_2 JLPT_3,3
物価,ぶっか,(commodity/consumer) prices,JLPT Genki_Ln.13 Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.6 Genki,3
ぶつかる,ぶつかる,"to strike, to collide with",JLPT JLPT_2 JLPT_3,3
ぶつける,ぶつける,"to knock, to strike hard, to hit and attack",JLPT JLPT_2 JLPT_3,3
物質,ぶっしつ,"material, substance",JLPT JLPT_2 JLPT_3,3
物理,ぶつり,physics,JLPT JLPT_2 JLPT_3,3
筆,ふで,writing brush,JLPT JLPT_2 JLPT_3,3
ふと,ふと,"suddenly, accidentally, incidentally",JLPT JLPT_2 JLPT_3,3
部分,ぶぶん,"portion, section, part",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,3
不平,ふへい,"complaint, discontent, dissatisfaction",JLPT JLPT_2 JLPT_3,3
不満,ふまん,"dissatisfaction, discontent, complaints",JLPT JLPT_2 JLPT_3,3
増やす,ふやす,"to increase (v.t.), to add to",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,3
殖やす,ふやす,"to increase, to add to",JLPT JLPT_2 JLPT_3,3
プラス,プラス,plus,JLPT JLPT_2 JLPT_3,3
プラスチック,プラスチック,plastic,JLPT JLPT_2 JLPT_3,3
プラン,プラン,plan,JLPT JLPT_2 JLPT_3,3
不利,ふり,"disadvantage, drawback",JLPT JLPT_2 JLPT_3,3
振る,ふる,"to wave, to shake; to sprinkle; to cast (actor)",JLPT JLPT_2 JLPT_3,3
震える,ふるえる,"to shiver, to shake, to quake",JLPT JLPT_2 JLPT_3,3
ブレーキ,ブレーキ,a brake,JLPT JLPT_2 JLPT_3,3
触れる,ふれる,"to touch, to feel, to violate",JLPT JLPT_2 JLPT_3,3
プロ,プロ,professional,JLPT JLPT_2 JLPT_3,3
分,ぶん,"dividing, part, segment",JLPT JLPT_2 JLPT_3,3
文,ぶん,sentence,JLPT JLPT_2 JLPT_3,3
雰囲気,ふんいき,"atmosphere (e.g., musical), mood, ambiance",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,3
分析,ぶんせき,analysis,JLPT JLPT_2 JLPT_3,3
文明,ぶんめい,civilization,JLPT JLPT_2 JLPT_3,3
分野,ぶんや,"field, sphere",JLPT JLPT_2 JLPT_3,3
塀,へい,"wall, fence",JLPT JLPT_2 JLPT_3,3
平均,へいきん,"equilibrium, balance, average",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,3
平和,へいわ,peace,JLPT JLPT_2 JLPT_3,3
別に,べつに,"(not) particularly, nothing",JLPT JLPT_2 JLPT_3,3
減らす,へらす,"to decrease, to diminish",JLPT JLPT_2 JLPT_3,3
減る,へる,"to decrease (in size or number), to diminish",JLPT JLPT_2 JLPT_3,3
ベルト,ベルト,Belt for western clothes,JLPT JLPT_2 JLPT_3,3
変化,へんか,"change, variation, shift",JLPT JLPT_2 JLPT_3,3
ペンキ,ペンキ,paint,JLPT JLPT_2 JLPT_3,3
変更,へんこう,"change, modification, alteration",JLPT JLPT_2 JLPT_3,3
ベンチ,ベンチ,bench,JLPT JLPT_2 JLPT_3,3
弁当,べんとう,box lunch,JLPT JLPT_2 JLPT_3,3
方,ほう,side,JLPT JLPT_2 JLPT_3,3
法,ほう,Act (law: the X Act),JLPT JLPT_2 JLPT_3,3
棒,ぼう,"pole, rod, stick",JLPT JLPT_2 JLPT_3,3
冒険,ぼうけん,"risk, venture, adventure",JLPT JLPT_2 JLPT_3,3
方向,ほうこう,"direction, course, way",JLPT JLPT_2 JLPT_3,3
報告,ほうこく,"report, information",JLPT JLPT_2 JLPT_3,3
宝石,ほうせき,"gem, jewel",JLPT JLPT_2 JLPT_3,3
包装,ほうそう,"packing, wrapping",JLPT JLPT_2 JLPT_3,3
豊富,ほうふ,"abundance, plenty",JLPT JLPT_2 JLPT_3,3
方法,ほうほう,"method, means, technique",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,3
方々,ほうぼう,"here and there, everywhere",JLPT JLPT_2 JLPT_3,3
訪問,ほうもん,"call, visit",JLPT JLPT_2 JLPT_3,3
吠える,ほえる,"to bark, to howl",JLPT JLPT_2 JLPT_3,3
ボーイ,ボーイ,porter; boy,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.6,3
ボート,ボート,rowing boat,JLPT JLPT_2 JLPT_3,3
ホーム,ホーム,platform; home,JLPT JLPT_2 JLPT_3,3
ボール,ボール,ball; bowl,JLPT JLPT_3 JLPT_2 Genki_Ln.22 Genki,3
他,ほか,other (esp. places and things),JLPT JLPT_2 JLPT_3,3
誇り,ほこり,pride,JLPT JLPT_2 JLPT_3,3
埃,ほこり,dust,JLPT JLPT_2 JLPT_3,3
保証,ほしょう,"guarantee, assurance, warranty",JLPT JLPT_2 JLPT_3,3
保存,ほぞん,"preservation, conservation",JLPT JLPT_2 JLPT_3,3
歩道,ほどう,walkway,JLPT JLPT_2 JLPT_3,3
仏,ほとけ,Buddha,JLPT JLPT_2 JLPT_3,3
骨,ほね,bone,JLPT JLPT_2 JLPT_3,3
炎,ほのお,flame,JLPT JLPT_2 JLPT_3,3
頬,ほほ,cheek (of face),JLPT JLPT_2 JLPT_3,3
頬,ほお,cheek (of face),JLPT JLPT_2 JLPT_3,3
ほぼ,ほぼ,"almost, roughly",JLPT JLPT_2 JLPT_3,3
微笑む,ほほえむ,to smile,JLPT JLPT_2 JLPT_3,3
堀,ほり,"moat, canal",JLPT JLPT_2 JLPT_3,3
濠,ほり,moat,JLPT JLPT_2 JLPT_3,3
本当,ほんと,"truth, reality",JLPT JLPT_2 JLPT_3,3
本人,ほんにん,the person himself,JLPT JLPT_2 JLPT_3,3
本物,ほんもの,genuine article,JLPT JLPT_2 JLPT_3,3
ぼんやり,ぼんやり,"dim, faint, vague",JLPT JLPT_2 JLPT_3,3
間,ま,"space, room, pause",JLPT JLPT_2 JLPT_3,3
まあ,まあ,well (used when making a modest or hesitant statement),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,3
マーケット,マーケット,market,JLPT JLPT_2 JLPT_3,3
マイク,マイク,mic,JLPT JLPT_2 JLPT_3,3
迷子,まいご,lost (stray) child,JLPT JLPT_2 JLPT_3,3
マイナス,マイナス,minus,JLPT JLPT_2 JLPT_3,3
任せる,まかせる,"to entrust to another, to leave to",JLPT JLPT_2 JLPT_3,3
巻く,まく,"to wind, to coil, to roll",JLPT JLPT_2 JLPT_3,3
蒔く,まく,to sow (seeds),JLPT JLPT_2 JLPT_3,3
撒く,まく,"to scatter, to sprinkle, to sow",JLPT JLPT_2 JLPT_3,3
幕,まく,"curtain, act (in play)",JLPT JLPT_2 JLPT_3,3
負け,まけ,"defeat, loss",JLPT JLPT_2 JLPT_3,3
孫,まご,grandchild,JLPT JLPT_2 JLPT_3,3
まさか,まさか,by no means,JLPT JLPT_2 JLPT_3,3
まさに,まさに,"correctly, surely",JLPT JLPT_2 JLPT_3,3
混ざる,まざる,"to be mixed, to mingle with",JLPT JLPT_2 JLPT_3,3
交ざる,まざる,"to be mixed, to mingle with",JLPT JLPT_2 JLPT_3,3
混じる,まじる,"to be mixed, to mingle with",JLPT JLPT_2 JLPT_3,3
交じる,まじる,"to be mixed, to mingle with",JLPT JLPT_2 JLPT_3,3
増す,ます,"to increase, to gain",JLPT JLPT_2 JLPT_3,3
貧しい,まずしい,"poor, needy",JLPT JLPT_2 JLPT_3,3
マスター,マスター,"bar owner, master (e.g., arts, science)",JLPT JLPT_2 JLPT_3,3
ますます,ますます,"increasingly (same as もっと), more and more",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9,3
混ぜる,まぜる,"to mix, to stir",JLPT JLPT_2 JLPT_3,3
交ぜる,まぜる,"to be mixed, to be blended with",JLPT JLPT_2 JLPT_3,3
街,まち,"town; street, road",JLPT JLPT_2 JLPT_3,3
間違い,まちがい,mistake,JLPT Genki_Ln.19 JLPT_3 JLPT_2 Genki,3
松,まつ,pine tree,JLPT JLPT_2 JLPT_3,3
真っ赤,まっか,"deep red, flushed (of face)",JLPT JLPT_2 JLPT_3,3
全く,まったく,"really, completely",JLPT JLPT_2 JLPT_3,3
祭,まつり,"festival, feast",JLPT JLPT_2 JLPT_3,3
まとまる,まとまる,"to be collected, to be settled, to be in order",JLPT JLPT_2 JLPT_3,3
まとめる,まとめる,"to put in order, to collect, to bring to a conclusion",JLPT JLPT_2 JLPT_3,3
学ぶ,まなぶ,to learn; to study,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,3
真似,まね,"mimicry, imitation, behavior",JLPT JLPT_2 JLPT_3,3
招く,まねく,to invite,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,3
まぶしい,まぶしい,"dazzling, radiant",JLPT JLPT_2 JLPT_3,3
柵,さく,"fence, paling",JLPT_1 JLPT JLPT_3,3
裂ける,さける,"to split, to tear, to burst",JLPT_1 JLPT JLPT_3,3
裁く,さばく,to judge,JLPT_1 JLPT JLPT_3,3
酸化,さんか,oxidation,JLPT_1 JLPT JLPT_3,3
死,し,"death, decease",JLPT_1 JLPT JLPT_3,3
資格,しかく,"qualifications, requirements, capabilities",JLPT_1 JLPT JLPT_3,3
視覚,しかく,"sense of sight, vision",JLPT_1 JLPT JLPT_3,3
指揮,しき,"command, direction",JLPT_1 JLPT JLPT_3,3
磁気,じき,magnetism,JLPT_1 JLPT JLPT_3,3
磁器,じき,"porcelain, china",JLPT_1 JLPT JLPT_3,3
自己,じこ,"self, oneself",JLPT_1 JLPT JLPT_3,3
字体,じたい,"font, lettering",JLPT_1 JLPT JLPT_3,3
辞退,じたい,refusal,JLPT_1 JLPT JLPT_3,3
視点,してん,"opinion, point of view, visual point",JLPT_1 JLPT JLPT_3,3
脂肪,しぼう,"fat, grease",JLPT_1 JLPT JLPT_3,3
志望,しぼう,"wish, desire, ambition",JLPT_1 JLPT JLPT_3,3
衆,しゅう,"masses, people",JLPT_1 JLPT JLPT_3,3
住,じゅう,"dwelling, living",JLPT_1 JLPT JLPT_3,3
修飾,しゅうしょく,ornamentation; modification (gram),JLPT_1 JLPT JLPT_3,3
私用,しよう,"personal use, private business",JLPT_1 JLPT JLPT_3,3
仕様,しよう,"way, method, specification",JLPT_1 JLPT JLPT_3,3
情,じょう,"feelings, emotion, passion",JLPT_1 JLPT JLPT_3,3
生涯,しょうがい,one's lifetime,JLPT_1 JLPT JLPT_3,3
上司,じょうし,one's superior,JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.9,3
正体,しょうたい,"natural shape, one's true colors, true character",JLPT_1 JLPT JLPT_3,3
照明,しょうめい,illumination,JLPT_1 JLPT JLPT_3,3
女史,じょし,Ms.,JLPT_1 JLPT JLPT_3,3
助詞,じょし,"(gram) particle(s), postposition",JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.13,3
ショック,ショック,shock,JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.4,3
進行,しんこう,advance,JLPT_1 JLPT JLPT_3,3
新興,しんこう,"rising, developing, emergent",JLPT_1 JLPT JLPT_3,3
振興,しんこう,"promotion, encouragement",JLPT_1 JLPT JLPT_3,3
申告,しんこく,"report, statement",JLPT_1 JLPT JLPT_3,3
真理,しんり,truth,JLPT_1 JLPT JLPT_3,3
水洗,すいせん,flushing,JLPT_1 JLPT JLPT_3,3
ストレス,ストレス,stress,JLPT_1 JLPT JLPT_3,3
擦る,する,"to rub, to chafe",JLPT_1 JLPT JLPT_3,3
正規,せいき,"regular, legitimate",JLPT_1 JLPT JLPT_3,3
精巧,せいこう,"elaborate, delicate, exquisite",JLPT_1 JLPT JLPT_3,3
精算,せいさん,"exact calculation, adjustment",JLPT_1 JLPT JLPT_3,3
成年,せいねん,"majority, adult age",JLPT_1 JLPT JLPT_3,3
声明,せいめい,"declaration, statement, proclamation",JLPT_1 JLPT JLPT_3,3
姓名,せいめい,full name,JLPT_1 JLPT JLPT_3,3
生理,せいり,"physiology, menses",JLPT_1 JLPT JLPT_3,3
節,せつ,"when, if; section; clause",JLPT_1 JLPT JLPT_3,3
膳,ぜん,"(small) table, tray, meal",JLPT_1 JLPT JLPT_3,3
禅,ぜん,Zen (Buddhism),JLPT_1 JLPT JLPT_3,3
選挙,せんきょ,election,JLPT JLPT_1 JLPT_3 Genki_Ln.23 Genki,3
先行,せんこう,"preceding, going first",JLPT_1 JLPT JLPT_3,3
選考,せんこう,"selection, screening",JLPT_1 JLPT JLPT_3,3
相,そう,"aspect, phase, countenance",JLPT_1 JLPT JLPT_3,3
沿う,そう,"to run along, to follow",JLPT_1 JLPT JLPT_3,3
添う,そう,"to accompany, to comply with",JLPT_1 JLPT JLPT_3,3
僧,そう,"monk, priest",JLPT_1 JLPT JLPT_3,3
像,ぞう,"statue, image",JLPT_1 JLPT JLPT_3,3
捜査,そうさ,"search (esp. in criminal investigations, investigation)",JLPT_1 JLPT JLPT_3,3
操縦,そうじゅう,"management, control, manipulation",JLPT_1 JLPT JLPT_3,3
創造,そうぞう,creation,JLPT_1 JLPT JLPT_3,3
隊,たい,"party, troops",JLPT_1 JLPT JLPT_3,3
退学,たいがく,dropping out of school,JLPT_1 JLPT JLPT_3,3
タイトル,タイトル,title,JLPT_1 JLPT JLPT_3,3
ダウン,ダウン,down,JLPT_1 JLPT JLPT_3,3
高まる,たかまる,to rise; to grow; to mount (v.i.),JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.14,3
断つ,たつ,"to sever, to cut off",JLPT_1 JLPT JLPT_3,3
